LABELS
SEPARATOR TAB
DATA
BLAN-4-1-No|nifH|consensus50|strict_single_dominant	BLAN-4-1-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 85.9% id | 89.0% qcov
NOGP-2-1-No|nifH|consensus50|strict_single_dominant	NOGP-2-1-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 95.5% id | 92.1% qcov
WOOD-11-1-No|nifH|consensus50|strict_single_dominant	WOOD-11-1-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 95.7% id | 91.7% qcov
OAES-36-3-No|nifH|consensus50|strict_single_dominant	OAES-36-3-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 95.7% id | 92.1% qcov
SCBI-1-1-Ro|nifH|consensus50|strict_single_dominant	SCBI-1-1-Ro|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 96.9% id | 76.6% qcov
SCBI-3-1-Rh|nifH|consensus50|strict_single_dominant	SCBI-3-1-Rh|nifH|consensus50|strict_single_dominant | closest: Ensifer_canadensis | 95.7% id | 78.9% qcov
DSNY-96-2-Ro|nifH|consensus50|strict_single_dominant	DSNY-96-2-Ro|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._RSM25 | 88.5% id | 75.1% qcov
WOOD-2-2-Rh|nifH|consensus50|strict_single_dominant	WOOD-2-2-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 87.7% id | 91.9% qcov
SCBI-2-1-Ro|nifH|consensus50|strict_single_dominant	SCBI-2-1-Ro|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 91.0% id | 89.4% qcov
ORNL-8-2-Rh|nifH|consensus50|strict_single_dominant	ORNL-8-2-Rh|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 91.0% id | 71.0% qcov
OSBS-100-3-Ro|nifH|consensus50|strict_single_dominant	OSBS-100-3-Ro|nifH|consensus50|strict_single_dominant | closest: Ensifer_canadensis | 90.5% id | 75.1% qcov
OSBS-LEHI-62-5-Ro|nifH|consensus50|strict_single_dominant	OSBS-LEHI-62-5-Ro|nifH|consensus50|strict_single_dominant | closest: Ensifer_canadensis | 87.9% id | 86.2% qcov
SERC-3-1-Ro|nifH|consensus50|strict_single_dominant	SERC-3-1-Ro|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._RSM25 | 89.5% id | 89.4% qcov
TALL-73-2-Ro|nifH|consensus50|strict_single_dominant	TALL-73-2-Ro|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 88.0% id | 92.3% qcov
OSBS-LEHI-62-5-Rh|nifH|consensus50|strict_single_dominant	OSBS-LEHI-62-5-Rh|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 91.9% id | 77.7% qcov
TALL-93-3-Ro|nifH|consensus50|strict_single_dominant	TALL-93-3-Ro|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 92.5% id | 71.3% qcov
SERC-1-1-Rh|nifH|consensus50|strict_single_dominant	SERC-1-1-Rh|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 91.3% id | 73.3% qcov
TALL-62-1-Rh|nifH|consensus50|strict_single_dominant	TALL-62-1-Rh|nifH|consensus50|strict_single_dominant | closest: Ensifer_canadensis | 90.4% id | 59.2% qcov
TALL-6-2-Rh|nifH|consensus50|strict_single_dominant	TALL-6-2-Rh|nifH|consensus50|strict_single_dominant | closest: Ensifer_canadensis | 89.5% id | 58.5% qcov
OSBS-101-1-Ro|nifH|consensus50|strict_single_dominant	OSBS-101-1-Ro|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 92.6% id | 80.0% qcov
DCFS-2-2-Ro|nifH|consensus50|strict_single_dominant	DCFS-2-2-Ro|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 89.3% id | 90.6% qcov
TOOL-1-Rh|nifH|consensus50|strict_single_dominant	TOOL-1-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 88.8% id | 91.3% qcov
DEJU-27-No|nifH|consensus50|strict_single_dominant	DEJU-27-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 89.8% id | 68.0% qcov
NOGP-7-2-Rh|nifH|consensus50|strict_single_dominant	NOGP-7-2-Rh|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 89.3% id | 77.6% qcov
JERC-139-5-Rh|nifH|consensus50|strict_single_dominant	JERC-139-5-Rh|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 92.0% id | 74.5% qcov
OAES-15-Rh|nifH|consensus50|strict_single_dominant	OAES-15-Rh|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 91.3% id | 88.7% qcov
JERC-148-Rh|nifH|consensus50|strict_single_dominant	JERC-148-Rh|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 90.0% id | 88.7% qcov
TALL-11-1-Rh|nifH|consensus50|strict_single_dominant	TALL-11-1-Rh|nifH|consensus50|strict_single_dominant | closest: Ensifer_canadensis | 91.7% id | 51.1% qcov
DEJU-23-1-No|nifH|consensus50|strict_single_dominant	DEJU-23-1-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._RSM25 | 89.2% id | 86.2% qcov
TALL-93-3-No|nifH|consensus50|strict_single_dominant	TALL-93-3-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 91.1% id | 74.0% qcov
