tip_label	sample_root_id	source_file	source_file_name	tree_set	gene	closest_taxon	closest_genus	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore	best_reference_genus	tree_set_label	closest_genus_report	closest_blast_genus	sample_id.x	sample_id.y	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	sample_type	host_genus	host_tribe	native_status	clean_sample_id_from_blast
NOGP-1-1-No|nifD|consensus50|strict_single_dominant	NOGP-1-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_medicae_(Ensifer_medicae)	Sinorhizobium	nifD|Sinorhizobium_medicae_(Ensifer_medicae)|WYJ21749.1	Sinorhizobium_medicae_(Ensifer_medicae)	99.694	1308	85.3786	0	2394	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	NOGP-1-1-No|nifD|consensus50|strict_single_dominant	NOGP-1-1-No	D09	Medicago lupulina	4/23/25	0	0	Quarter	NOGP-1	dry	nodule	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	nodule	Medicago	Trifolieae	no	NA
NOGP-3-2-Ro|nifD|consensus50|strict_single_dominant	NOGP-3-2-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.846	1302	84.9869	0	2394	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	NOGP-3-2-Ro|nifD|consensus50|strict_single_dominant	NOGP-3-2-Ro	D09	Medicago lupulina	4/23/25	0.473	22.704	Quarter	NOGP-3	dry	root	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	root	Medicago	Trifolieae	no	NA
CPER-5-1-Rh|nifD|consensus50|strict_single_dominant	CPER-5-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.618	1308	85.3786	0	2388	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	CPER-5-1-Rh|nifD|consensus50|strict_single_dominant	CPER-5-1-Rh	D10	Melilotus officinalis	5/23/25	2.535	121.68	Quarter	CPER-5	dry	rhizosphere	Fabaceae	CPER	Melilotus	Trifolieae	CPER_022	Weld	CO	no	NA	NA	6/24/24	rhizosphere	Melilotus	Trifolieae	no	NA
NOGP-5-2-No|nifD|consensus50|strict_single_dominant	NOGP-5-2-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.77	1302	84.9869	0	2388	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	NOGP-5-2-No|nifD|consensus50|strict_single_dominant	NOGP-5-2-No	D09	Medicago lupulina	5/2/25	0.057	2.736	Quarter	NOGP-5	dry	nodule	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	nodule	Medicago	Trifolieae	no	NA
NOGP-6-3-Ro|nifD|consensus50|strict_single_dominant	NOGP-6-3-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.465	1308	85.3786	0	2377	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	NOGP-6-3-Ro|nifD|consensus50|strict_single_dominant	NOGP-6-3-Ro	D09	Medicago sativa	5/2/25	1.105	53.04	Quarter	NOGP-6	dry	root	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_001	NA	ND	no	46.80621	-100.91555	6/27/24	root	Medicago	Trifolieae	no	NA
CPER-4-No|nifD|consensus50|strict_single_dominant	CPER-4-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.465	1308	85.3786	0	2377	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	CPER-4-No|nifD|consensus50|strict_single_dominant	CPER-4-No	D10	Melilotus officinalis	5/23/25	0	0	Quarter	CPER-4	dry	nodule	Fabaceae	CPER	Melilotus	Trifolieae	CPER_027	Weld	CO	no	NA	NA	6/24/24	nodule	Melilotus	Trifolieae	no	NA
NOGP-2-1-Ro|nifD|consensus50|strict_single_dominant	NOGP-2-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	97.926	1302	84.9869	0	2294	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	NOGP-2-1-Ro|nifD|consensus50|strict_single_dominant	NOGP-2-1-Ro	D09	Medicago sativa	4/23/25	1.14	54.72	Quarter	NOGP-2	dry	root	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_001	NA	ND	no	46.80621	-100.9157	6/27/24	root	Medicago	Trifolieae	no	NA
NOGP-6-3-No|nifD|consensus50|strict_single_dominant	NOGP-6-3-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.387	1302	84.9869	0	2309	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	NOGP-6-3-No|nifD|consensus50|strict_single_dominant	NOGP-6-3-No	D09	Medicago sativa	5/2/25	0	0	Quarter	NOGP-6	dry	nodule	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_001	NA	ND	no	46.80621	-100.91555	6/27/24	nodule	Medicago	Trifolieae	no	NA
OSBS-36-1-No|nifD|consensus50|strict_single_dominant	OSBS-36-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.235	1308	85.3786	0	2361	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	OSBS-36-1-No|nifD|consensus50|strict_single_dominant	OSBS-36-1-No	D03	Tephrosia virginiana	2/26/25	0	0	Quarter	OSBS-36	dry	nodule	Fabaceae	OSBS	Tephrosia	Millettieae	OSBS_006	Putnam	FL	yes	NA	NA	20240611	nodule	Tephrosia	Millettieae	yes	NA
OAES-36-2-No|nifD|consensus50|strict_single_dominant	OAES-36-2-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.234	1305	85.1828	0	2357	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	OAES-36-2-No|nifD|consensus50|strict_single_dominant	OAES-36-2-No	D11	Melilotus officinalis	5/14/25	0	0	Quarter	OAES-36	ethanol	nodule	Fabaceae	OAES	Melilotus	Trifolieae	OAES_011_R	Washita	OK	no	35.40049	-99.06592	8/21/24	nodule	Melilotus	Trifolieae	no	NA
OAES_19-2-Rh|nifD|consensus50|strict_single_dominant	OAES-19-2-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.927	1305	85.1828	0	2333	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	OAES_19-2-Rh|nifD|consensus50|strict_single_dominant	OAES_19-2-Rh	D11	Melilotus officinalis	6/4/24	0	0	Quarter	OAES-19	ethanol	rhizosphere	Fabaceae	OAES	Melilotus	Trifolieae	OAES_012_R	Washita	OK	no	35.402943	-99.064829	4/16/24	rhizosphere	Melilotus	Trifolieae	no	NA
DSNY-84-2-Rh|nifD|consensus50|strict_single_dominant	DSNY-84-2-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	97.171	1308	85.3786	0	2211	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	DSNY-84-2-Rh|nifD|consensus50|strict_single_dominant	DSNY-84-2-Rh	D03	Chapmannia floridana	4/4/25	0	0	Quarter	DSNY-84	dry	rhizosphere	Fabaceae	DSNY	Chapmannia	Dalbergieae	DSNY_015	Polk	Florida	yes	28.1094133	-81.4308468	20240904	rhizosphere	Chapmannia	Dalbergieae	yes	NA
SCBI-2-1-Rh|nifD|consensus50|strict_single_dominant	SCBI-2-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.859	778	50.7833	0	1214	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	SCBI-2-1-Rh|nifD|consensus50|strict_single_dominant	SCBI-2-1-Rh	D02	Lespedeza cuneata	4/23/25	0	0	Quarter	SCBI-2	ethanol	rhizosphere	Fabaceae	SCBI	Lespedeza	Desmodieae	SCBI-006	Warren	VA	no	38.897638	-78.152008	NA	rhizosphere	Lespedeza	Desmodieae	no	NA
DCFS-3-2-Rh|nifD|consensus50|strict_single_dominant	DCFS-3-2-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03454.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	93.395	1302	84.9869	0	1945	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	DCFS-3-2-Rh|nifD|consensus50|strict_single_dominant	DCFS-3-2-Rh	D09	Medicago lupulina	5/23/25	0	0	Quarter	DCFS-3	dry	rhizosphere	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_004	Stutsman	ND	no	47.17138	99.05135	6/10/24	rhizosphere	Medicago	Trifolieae	no	NA
NOGP-7-2-Ro|nifD|consensus50|strict_single_dominant	NOGP-7-2-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	97.558	778	50.7833	0	1352	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	NOGP-7-2-Ro|nifD|consensus50|strict_single_dominant	NOGP-7-2-Ro	D09	Amorpha canescens	5/2/25	2.395	114.96	Quarter	NOGP-7	dry	root	Fabaceae	NOGP	Amorpha	Amorpheae	NOGP_064	NA	ND	yes	46.77063	-100.9138092	6/25/24	root	Amorpha	Amorpheae	yes	NA
TOOL-20-Ro|nifD|consensus50|strict_single_dominant	TOOL-20-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03454.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.647	1293	84.3995	0	1788	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	TOOL-20-Ro|nifD|consensus50|strict_single_dominant	TOOL-20-Ro	D18	Dryas integrifolia	5/14/25	0	0	Quarter	TOOL-20	ethanol	root	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_003	North Slope Borough	Alaska	yes	NA	NA	20240710	root	Dryas	actinorhizal	yes	NA
DEJU-54-Ro|nifD|consensus50|strict_single_dominant	DEJU-54-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	92.962	1293	84.3995	0	1927	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	DEJU-54-Ro|nifD|consensus50|strict_single_dominant	DEJU-54-Ro	D19	Alnus viridis	5/23/25	3.785	181.68	Quarter	DEJU-54	ethanol	root	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_045	NA	Unknown	yes	NA	NA	NA	root	Alnus	actinorhizal	yes	NA
JERC-132-3-No|nifD|consensus50|strict_single_dominant	JERC-132-3-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	92.666	1309	85.4439	0	1899	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	JERC-132-3-No|nifD|consensus50|strict_single_dominant	JERC-132-3-No	D03	Desmodium marilandicum	4/8/25	0	0	Quarter	JERC-132	dry	nodule	Fabaceae	JERC	Desmodium	Desmodieae	JERC_048	Baker County	Georgia	yes	NA	NA	20240807	nodule	Desmodium	Desmodieae	yes	NA
JERC-139-5-Rh|nifD|consensus50|strict_single_dominant	JERC-139-5-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03454.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.633	1302	84.9869	0	1631	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	JERC-139-5-Rh|nifD|consensus50|strict_single_dominant	JERC-139-5-Rh	D03	Mimosa quadrivalvus	4/8/25	0	0	Quarter	JERC-139	dry	rhizosphere	Fabaceae	JERC	Mimosa	Mimosoideae	JERC_031	Baker County	Georgia	yes	NA	NA	20240821	rhizosphere	Mimosa	Mimosoideae	yes	NA
JERC-141-Ro|nifD|consensus50|strict_single_dominant	JERC-141-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	92.661	1308	85.3786	0	1905	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	JERC-141-Ro|nifD|consensus50|strict_single_dominant	JERC-141-Ro	D03	Clitoria mariana	5/14/25	0.4545	21.816	Quarter	JERC-141	dry	root	Fabaceae	JERC	Clitoria	Phaseoleae	JERC_010	Baker County	Georgia	yes	NA	NA	20240821	root	Clitoria	Phaseoleae	yes	NA
KONZ-1-Rh|nifD|consensus50|strict_single_dominant	KONZ-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_kummerowiae_(Ensifer_kummerowiae)	Sinorhizobium	nifD|Sinorhizobium_kummerowiae_(Ensifer_kummerowiae)|WQH40967.1	Sinorhizobium_kummerowiae_(Ensifer_kummerowiae)	92.564	1291	84.2689	0	1853	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	KONZ-1-Rh|nifD|consensus50|strict_single_dominant	KONZ-1-Rh	D06	Lespedeza capitata	8/29/24	1.52	72.96	Quarter	KONZ-1	dry	rhizosphere	Fabaceae	KONZ	Lespedeza	Desmodieae	KONZ_046	Riley	KS	yes	39.103	-96.56374	20240703	rhizosphere	Lespedeza	Desmodieae	yes	NA
OAES-13-1-Ro|nifD|consensus50|strict_single_dominant	OAES-13-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.584	777	50.718	0	1395	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	OAES-13-1-Ro|nifD|consensus50|strict_single_dominant	OAES-13-1-Ro	D11	Ceanothus herbaceus	8/19/24	0.1425	6.84	Quarter	OAES-13	ethanol	root	Rhamnaceae	OAES	Ceanothus	actinorhizal	OAES_005	Washita	OK	yes	35.39246	-99.10002	4/10/24	root	Ceanothus	actinorhizal	yes	NA
OAES-13-1-No|nifD|consensus50|strict_single_dominant	OAES-13-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.559	853	55.6789	0	1194	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	OAES-13-1-No|nifD|consensus50|strict_single_dominant	OAES-13-1-No	D11	Ceanothus herbaceus	8/19/24	0.2615	12.552	Quarter	OAES-13	ethanol	nodule	Rhamnaceae	OAES	Ceanothus	actinorhizal	OAES_005	Washita	OK	yes	35.39246	-99.10002	4/10/24	nodule	Ceanothus	actinorhizal	yes	NA
SERC-2-1-Rh|nifD|consensus50|strict_single_dominant	SERC-2-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WWR56683.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.355	1297	84.6606	0	1578	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	SERC-2-1-Rh|nifD|consensus50|strict_single_dominant	SERC-2-1-Rh	D02	Elaeagnus umbellata	4/15/25	0	0	Quarter	SERC-2	ethanol	rhizosphere	Elaeagnaceae	SERC	Elaeagnus	actinorhizal	SERC_016	Anne Arundel	MD	no	38.899477	-76.547521	8/14/24	rhizosphere	Elaeagnus	actinorhizal	no	NA
DEJU-23-1-No|nifD|consensus50|strict_single_dominant	DEJU-23-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XWQ88866.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.969	1305	85.1828	0	1535	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	DEJU-23-1-No|nifD|consensus50|strict_single_dominant	DEJU-23-1-No	D19	Alnus viridis	4/10/25	2.41	115.68	Quarter	DEJU-23	ethanol	nodule	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_046	NA	Alaska	yes	NA	NA	NA	nodule	Alnus	actinorhizal	yes	NA
SCBI-13-1-No|nifD|consensus50|strict_single_dominant	SCBI-13-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_strict_best_reference_hit_with_taxon.tsv	nifD_strict_best_reference_hit_with_taxon.tsv	strict	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.546	777	50.718	0	974	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	SCBI-13-1-No|nifD|consensus50|strict_single_dominant	SCBI-13-1-No	D02	Elaeagnus umbellata	4/24/25	2.45	117.6	Quarter	SCBI-13	ethanol	nodule	Elaeagnaceae	SCBI	Elaeagnus	actinorhizal	SCBI-011	Warren	VA	no	38.878901	-78.139749	7/10/24	nodule	Elaeagnus	actinorhizal	no	NA
